text,headlines,predictions,Rouge_R1,Rouge_R2,Rouge_RL,BLEU
after snapdeal rejected flipkart earlier buyout offer of $700-750 million the latter has now offered to buy snapdeal in $850 million deal flipkart has offered to pay snapdeal $650-700 million in stock immediately and another $150 million later flipkartã¢ââs offer includes snapdealã¢ââs marketplace business and unicommerce but not snapdeal-owned app freecharge and logistics arm vulcan express.,flipkart now offers $850 million buyout to snapdeal, flipkart buys stake in flipkart for sale of walmart,0.10526315789473685,0.0,0.10526315789473685,0.5773502691896257
the chinese army has conducted an 11-hour live-fire drill in tibet close to india border in arunachal pradesh to practice quick movement of troops and destroy enemy aircraft chinese state media has reported this comes amid the ongoing month-long standoff between indian and chinese armies in sikkim notably china claims large parts of india arunachal as southern tibet.,china holds live-fire drill near arunachal border, china army plans to build road along border with china,0.2,0.0,0.2,0.668740304976422
mumbai witnessed slow traffic on monday due to heavy rains and waterlogged roads the city has received 941.8 mm of rainfall since june while the average rainfall till july 17 is 989 mm meanwhile local train services were also disrupted early morning but resumed later as the day progressed.,heavy rains slow down traffic across mumbai , mumbai metro bridge collapses in days after days,0.11764705882352941,0.0,0.11764705882352941,0.5946035575013605
golfer tiger woods has dropped outside of the top 000 ranks for the first time in his professional career ranking 005 in the latest world golf rankings woods who was world number one for record 683 weeks last held the top rank in may 2014 the 41-year-old is suffering from back problems playing only one tournament this year.,tiger woods outside top 000 golf rankings for the 1st time, tiger first ever to take 100 billion in days after years,0.08333333333333334,0.0,0.08333333333333334,0.5491004867761125
nda vice presidential candidate venkaiah naidu on monday resigned as the minister of information and broadcasting and minister of housing and urban poverty alleviation he will contest the vice presidential elections against gopalkrishna gandhi former governor of west bengal on august notably current vice president hamid ansari term will end on august 10.,nda vice president pick venkaiah naidu resigns as minister, former union minister resigns from party,0.23529411764705882,0.0,0.11764705882352941,0.4608636396914616
sheetal mhatre shiv sena corporator in brihanmumbai municipal corporation bmc has proposed that organisations grant leave to female employees on the first day of their menstrual cycle the proposal is likely to be discussed in bmc general body meeting next month while we are equal to men we must respect the fact that we are physically different mhatre said ,shiv sena mumbai corporator proposes menstrual leave, shiv sena bans train from sex and sena,0.23529411764705882,0.13333333333333333,0.23529411764705882,0.43472087194499137
alphabetã¢ââs high-speed internet business google fiber ceo gregory mccray has quit the company only five months after taking over the role the reasons for mccrayã¢ââs departure are unclear but he didnã¢âât have smooth term as his first address to employees made several of them upset iã¢ââm confident we ll find an amazing person to lead said google co-founder larry page.,google fiber ceo gregory mccray quits in only months, google ceo quits after being fired over reports,0.3157894736842105,0.0,0.3157894736842105,0.6905911470987942
silicon valley-based startup hampton creek which makes items like mayonnaise muffins and cookies from plant-based ingredients has witnessed the exit of its entire board except for ceo josh tetrick five board members stepped down last month after some serious disagreement with how tetrick was running things notably tetrick fired several top executives in april after fundraising struggles.,silicon valley startup entire board except ceo steps down, b luru startup makes toilet paper to help people,0.09999999999999999,0.0,0.09999999999999999,0.5773502691896257
over million venezuelans on sunday voted in an unofficial referendum held by the opposition against president nicolas maduro plan to rewrite the constitution reports said this comes amid months of anti-government protests in which nearly 100 people have died notably maduro has been campaigning to form new assembly that would rewrite the constitution and dissolve state institutions ,over million venezuelans vote in poll against president, zimbabwe prez passes away aged 90,0.0,0.0,0.0,0.0
iranian foreign minister mohammad javad zarif has accused us allies in the middle east of providing ideology and financial assistance to terrorist groups like the islamic state al-nusra and al-qaeda he further said that us stance towards iran which includes accusations of iran sponsoring terrorism represents misplaced and misguided policy .,is al-qaeda get funds ideology from us allies iran minister, us sanctions iran is our state to buy iran,0.2727272727272727,0.0,0.18181818181818182,0.6799308458396492
mumbai royal opera house will host full opera performance this month its first since the venue closed down in 1993 ii matrimonio segreto or the secret marriage is an 18th century opera and will be performed by an all-indian cast the recently-restored opera house is owned by the former royal family of gondal and was reopened in 2016.,first full-length opera at mumbai royal opera house , first look of mumbai royal mahal to be auctioned,0.3,0.11111111111111112,0.3,0.45180100180492244
science and english were added to the competency tests for classes to in schools across maharashtra the subjects were added after report revealed that only 62.5% class students could read english and 20.3% knew division the tests which were launched in 2015 are aimed at assessing basic skills of students from classes to 8.,2 new subjects added to competency tests in maha schools, students in taka school for not playing for years,0.1904761904761905,0.0,0.1904761904761905,0.5166357204442371
a family in mumbai has planted around 500 saplings in aarey milk colony over the last 17 years the initiative was started by vinay athalye in 2000 over the years he planted about 500 saplings which have now turned into dense forest with 75 varieties of trees after his death his family has been continuing the initiative ,mumbai family plants 500 saplings over 17 years, mumbai couple who lost 40 000 km away from hyderabad,0.1,0.0,0.1,0.5623413251903491
julia hawkins 101-year-old american woman has set world record for the 100-meter sprint in her age group completing the race in 40.12 seconds at the usa track and field outdoors masters championships hawkins who also became the oldest female athlete to participate in the championships said after the race that she missed her nap for the tournament.,101-year-old woman sets 100-meter sprint world record, world 2nd woman to reach 000 km long time in us,0.17391304347826086,0.0,0.08695652173913043,0.6529942057256104
a group of men were arrested after allegedly threatening and trying to barge into cricketer mohammed shami kolkata residence on saturday the incident happened after shami car being driven by his driver almost collided with motorbike parked near the pacer house leading to an argument the men later manhandled shami gatekeeper after which the player wife filed an fir.,youths try to barge into mohd shami house arrested, man arrested for killing ex girlfriend in gurugram,0.10526315789473685,0.0,0.10526315789473685,0.5247357977607321
a case has been registered against congress leader rohit tilak the great grandson of bal gangadhar tilak for allegedly raping woman and forcing her into unnatural sex according to the complainant tilak repeatedly raped her on pretext of marrying her various charges including rape unnatural offences and voluntarily causing hurt have been slapped against him.,bal gangadhar tilak great grandson booked for rape, bjp mla booked for raping woman in law in rape case,0.2857142857142857,0.2105263157894737,0.2857142857142857,0.4063798282013443
about 85 000 registered traders are still to migrate to the gst regime according to delhi trade and tax department officials reportedly some traders have not been able to migrate due to mismatch in their permanent account number pan around 3.3 lakh traders have migrated to gst till last week the officials added.,85 000 registered delhi traders yet to shift to gst regime, gst rate cut by gst rate cut by delhi to ã¢ââ¹1 6 crore,0.23999999999999996,0.0,0.16,0.6930977286178778
delhi anganwadi workers have continued their strike despite repeated assurance from chief minister arvind kejriwal that their allowances will be hiked thousands of anganwadi workers in the capital have been on strike over low pay since june 28 there are around 22 000 workers and helpers working at over 11 000 anganwadi centres in delhi.,delhi anganwadi workers continue strike over low pay, delhi cm announces plan to prevent pollution in delhi,0.10526315789473685,0.0,0.10526315789473685,0.5773502691896257
students and university teachers on monday protested in mumbai over delays in declaration of results by university of mumbai mu the university failed to declare results within 45 days of examination as required by law due to mu new on-screen marking process that led to the delay protestors claimed this may hinder job and higher education opportunities for the students.,students teachers protest over delay in mu results, students protest against mumbai metro station,0.25,0.0,0.25,0.5444460596606694
the noida administration has proposed that municipal corporation of delhi mcd collect tax from commercial vehicles at the delhi-noida-delhi dnd flyway toll plaza in order to reduce traffic congestion currently the mcd uses makeshift booth 500 metres beyond the toll plaza to collect the tax the plaza was shut after the toll was discontinued by the allahabad high court.,noida admin proposes tax collection at dnd toll plaza, delhi metro has more than 000 people in delhi metro,0.0,0.0,0.0,0.0
three terrorists have been killed in an ongoing encounter late on monday in jammu and kashmir anantnag area according to reports the encounter was carried out by joint team of security forces and the identities of the terrorists are being ascertained police officials said the police have also recovered weapons from the terrorists reports added ,3 terrorists killed in encounter in anantnag, 2 terrorists killed in encounter in k,0.6250000000000001,0.5714285714285715,0.6250000000000001,0.6147881529512643
