text,headlines,Predicted_headline,Rouge_R1,Rouge_R2,Rouge_RL,BLEU
as many as 580 school children participated in bowling and fielding drills to set the guinness world record for the largest cricket lesson single venue at lord cricket ground on monday the cricket lesson was led by former england women team captain charlotte edwards with assistance from qualified coaches and former players like isa guha.,world record for the largest cricket lesson set at lord s,as many as 580 school children participated in bowling and fielding drills to set the guinness world record,0.27586206896551724,0.07407407407407408,0.13793103448275862,0.3381307292971254
a 27-year-old man was arrested in bhandup by the mumbai police on saturday after he stabbed his neighbour whose parents opposed their marriage the man reportedly barged into the woman house stabbed her in the stomach and then stabbed himself the man was admitted to government hospital and then arrested after he was discharged.,mumbai man stabs neighbour after marriage proposal rejected,a 27-year-old man was arrested in bhandup by the mumbai police on saturday<q>the man was admitted to government hospital and then arrested after he was discharged,0.15789473684210528,0.0,0.15789473684210528,0.5623413251903491
former jammu and kashmir chief minister farooq abdullah on monday claimed that india lacked the power required to challenge china and take back china-occupied aksai chin adding that india should enhance diplomatic channels with china abdullah said china is pakistan friend had we maintained our friendship with china they wouldn have been friends with pakistan ,india lacks power to challenge china farooq abdullah,former jammu and kashmir chief minister farooq abdullah claimed india lacked the power needed to challenge china and take back china,0.5517241379310345,0.29629629629629634,0.4137931034482759,0.22649264359854537
a bengaluru traffic constable was arrested on sunday after he allegedly assaulted metro security guard under the influence of alcohol the metro guard was assaulted after he asked the constable to go through the security scanners police officials said we will treat the accused like any other criminal they added.,drunk bengaluru traffic cop assaults metro security guard,a bengaluru traffic constable was arrested on sunday after he allegedly assaulted a security guard under the influence of alcohol<q>police officials said we will treat the accused like any other criminal they added,0.23255813953488372,0.0975609756097561,0.23255813953488372,0.2783853908329474
reality television star caitlyn jenner has said in an interview that she is considering contesting the elections to the us senate from the state of california the 67-year-old republican said she is working with activist groups to improve the republican party stance on lesbian gay and transgender issues she added that she will take decision in six months.,reality star caitlyn jenner mulls running for senate,reality television star caitlyn jenner has said she is considering contesting the us senate elections<q>the 67-year-old said she will take decision in six months,0.2777777777777778,0.11764705882352941,0.2777777777777778,0.15018488078042994
returning officer anoop mishra on monday revealed that an overall voter turnout of 98-99% was recorded in the presidential elections he further said that it was possibly the highest turnout in presidential elections till date with 9-10 states witnessing 100% voter turnout total of 714 out of 786 mps cast their votes at the parliament.,98-99% voter turnout recorded in presidential elections,voter turnout of 714 out of 786 mps cast their votes at the parliament<q>overall voter turnout was 98-999,0.20689655172413796,0.07407407407407408,0.13793103448275862,0.25650569096216347
sachin tendulkar took to facebook to praise and share the story of how indian women cricket team captain mithali raj was introduced to cricket during the ongoing women world cup raj became the leading run-scorer in women odis and also set the record for joint-most 50-plus scores reacting to sachin post the 34-year-old tweeted thanks for your kind words ,sachin shares how mithali raj was introduced to cricket,sachin tendulkar took to facebook to praise and share the story<q>the 34-year-old tweeted thanks for your kind,0.2,0.0,0.13333333333333333,0.5555238068023582
neelam sanjiva reddy is the only president of india who was elected to the highest office without contest ever since the country won independence while 37 candidates had filed their nominations for the 1977 presidential elections the returning officer rejected 36 after scrutiny and the only valid nomination was that of neelam sanjiva reddy.,only one president of india elected without contest till now,the only valid nomination was that of neelam sanjiva reddy<q>37 candidates had filed their nominations for the 1977 presidential elections,0.18749999999999997,0.0,0.18749999999999997,0.537284965911771
finance minister arun jaitley on monday announced that the gst council has decided to increase cess on cigarettes while 28% gst rate and 5% ad valorem remain the additional cess will change as per cigarette length the government will get a¢aa¹5 000 crore from the higher cess which otherwise would ve translated into profits of cigarette makers or reduction in retail prices.,gst council decides to hike tax on cigarettes,the government will get [UNK]00 crore from the higher cess which otherwise would have translated into profits of cigarette makers or reductions in retail prices,0.058823529411764705,0.0,0.058823529411764705,0.0
the centre today told the supreme court that it cannot give more chances to people to deposit old a¢aa¹500 and a¢aa¹1 000 notes the government reasoned that doing so would defeat the purpose of demonetisation earlier sc had asked the government to consider final window for people who had genuine reasons for not depositing the notes by end of 2016.,can give more time to deposit old notes centre tells sc,sc had asked the government to consider final window for people who had genuine reasons for not depositing the notes by end of 2016,0.2285714285714286,0.0,0.17142857142857143,0.5946035575013605
philippine president rodrigo duterte on monday offered self-rule to the country muslim minority in an attempt to defeat militants loyal to islamic state who have besieged the city of marawi for nearly two months the government and muslim insurgent groups have agreed that giving the mainly catholic nation islamic minority self-rule is crucial for ending the lure of violent extremism.,philippine prez offers muslim self-rule to counter isis,the government and muslim insurgent groups have agreed that giving the country self-rule is crucial for ending the lure of violent extremism,0.18750000000000003,0.06666666666666667,0.18750000000000003,0.5491004867761125
the us and australia have jointly test-fired hypersonic missile capable of moving at speed eight times faster than sound as part of $54-million research project this comes after the us congress criticised the pentagon over its lack of response to the alleged development of the hypersonic capabilities by russia and china., australia us test-fire multimillion hypersonic missile,the us and australia have jointly test-fired hypersonic missile capable of moving at speed eight times faster than sound<q>the us congress criticised the pentagon over its lack of response to the alleged development of the hypersonic capabilities by russia and china,0.2352941176470588,0.08163265306122448,0.19607843137254902,0.21200626759025185
politician-former cricketer navjot singh sidhu was the showstopper for designer duo shantanu nikhil autumn winter 2017 collection the regiment which has been inspired by the indian armed forces the show featured military-inspired caps trench coats while the camouflage print was seen even on gowns the regiment is an expression of our thoughts for stronger india said shantanu.,sidhu walks the ramp at show inspired by indian armed forces,the regiment is an expression of our thoughts for stronger india said shantanu,0.08333333333333334,0.0,0.08333333333333334,0.5266403878479265
sbi life insurance unit of state bank of india has filed for an initial public offering ipo that will reportedly raise over $1 billion over a¢aa¹6 400 crore sbi and its joint venture partner bnp paribas cardif are selling up to 8% and 4% stake respectively sbi life will be the second indian life insurer to go public.,sbi life insurance files for ipo to raise over a¢aa¹6 400 crore,sbi life insurance unit of state bank of india has filed for an initial public offering ipo that will reportedly raise over $1 billion<q>sbi life will be the second indian life insurer to go public,0.34615384615384615,0.16,0.3076923076923077,0.14184883120645847
british chain poundland has been forced to delay the launch of its twin peaks chocolate bar after receiving legal letter from mondelez toblerone us-based manufacturer the chocolate bar features two humps rather than the distinctive single peak chunks of the toblerone bar its packaging features the wrekin hill rather than the swiss matterhorn which is on toblerone.n,firm delays launch of toblerone-like bar after legal threat ,british chain poundland has been forced to delay the launch of its twin peaks chocolate bar<q>the bar features two humps rather than the distinctive single peak chunks of the toblerone bar,0.23255813953488375,0.04878048780487805,0.23255813953488375,0.2240750868020436
china plans to cut off some funding for china third richest man wang jianlina¢aas dalian wanda group after concluding the conglomerate breached restrictions for overseas investments reports said six investments like the purchase of carmike cinemas were found to have violations the move is setback for jianlin who has announced deals worth over $20 billion since 2016.,china to cut off funds to country third richest man firm,china plans to cut off some funding for china 's third richest man<q>the move is setback for jianlin who has announced deals worth over $20 billion since 2016,0.3902439024390244,0.20512820512820515,0.3902439024390244,0.20337173970907862
a private equity fund that focuses on oil investments and was previously valued at over $2 billion a¢aa¹13 000 crore is now worth nearly nothing the fund raised and started investing money in 2013 when oil was at $90 but prices have plunged to $46.54 the fund will leave clients including major charitable foundations with at most pennies on the dollar.,equity fund once worth a¢aa¹13 000 crore now nearly worthless,the fund started investing in 2013 when oil was at $90 but prices have plunged to $46.54<q>the fund will leave clients including major charitable foundations with at most pennies on the dollar,0.041666666666666664,0.0,0.041666666666666664,0.40276720463657734
delhi state consumer commission has directed real estate firm parsvnath developers to pay a¢aa¹3 lakh as compensation to homebuyer for delay in handing over possession of flat it asked parsvnath to refund a¢aa¹46 lakh to varun dev who had paid the amount for the flat it also rejected parsvnath claim that global recession slowed construction of its projects.,real estate firm asked to refund a¢aa¹46 lakh to buyer for delay,delhi state consumer commission has directed developers to pay [UNK] lakh as compensation for delay in handing over possession of flat,0.2222222222222222,0.058823529411764705,0.2222222222222222,0.2981792160679168
the gujarat high court today dismissed essar steel petition challenging rbi directive for initiating insolvency proceedings against the company essar creditors such as sbi and standard chartered bank can now initiate proceedings under the insolvency and bankruptcy code essar steel owed lenders around a¢aa¹45 000 crore of which a¢aa¹31 671 crore had become non-performing as of march 31 2016.,hc dismisses essar steel plea against rbi bankruptcy order,the gujarat high court today dismissed essar steel petition<q>the petition challenging the act was filed against the company,0.2758620689655173,0.14814814814814814,0.2758620689655173,0.28387021048806443
singer lata mangeshkar while talking about ar rahman being slammed for singing tamil songs during his wembley concert said since when have concert audiences become so intolerant she added that in her experience of 70 years she has sung songs in almost every regional language lata further said the audience back then loved hearing songs in every indian language ,since when have concert audiences become so intolerant lata,lata mangeshkar said the audience back then loved hearing songs in every indian language<q>she added that in her experience of 70 years she has sung in almost every regional language,0.0975609756097561,0.0,0.04878048780487805,0.41412387656655203
actor arjun kapoor revealed his father boney kapoor once thought he was gay father asked me if had girlfriend said didn and was hanging out with three-four friends at club my worried dad then gently enquired if was straight he added arjun further said he was initially shocked by his father question.,my father once thought was gay arjun kapoor,actor arjun kapoor once thought he was gay father asked him if had girlfriend said did and was hanging out with three-four friends at club my worried dad<q>the actor added that he was initially shocked by his father question question,0.3137254901960785,0.12244897959183672,0.15686274509803924,0.33560044452703225
wenjing zhang member of aamir khan fan club in china has said that the dhaakad video made by them was gift for the actor we chose the song dhaakad because aamir has sung it and he really cool in the movie too added zhang she further said that the chinese were moved by the family ties depicted in dangal.,dangal dhaakad video was gift for aamir chinese fan,wenjing zhang member of aamir khan fan club in china has said that the chinese were moved by the family ties depicted in dangal,0.24242424242424243,0.0,0.12121212121212122,0.6389431042462724
pakistani actor adnan siddiqui has said people of india and pakistan love and respect art for what it is while adding they don see passports when they purchase ticket they see film he also said that he believes both nations can find peace in art because they share history values and customs adnan played sridevi husband in mom .,people dona¢aat see passports on buying film ticket pak actor,adnan siddiqui says people of india and pakistan love and respect art for what it is<q>he also said that both nations can find peace in art because they share history values and customs,0.041666666666666664,0.0,0.041666666666666664,0.40546144983876986
reacting to zimbabwe recent odi series win against sri lanka indian off-spinner ravichandran ashwin said results like these are very healthy for the game tomorrow afghanistan may beat someone so that the way the sport needs to go added the 30-year-old ashwin is part of the india squad which will play its first full series in sri lanka after eight years.,zimbabwe odi series win over sl healthy foraa cricket ashwin,the 30-year-old ashwin is part of the india squad which will play its first full series in sri lanka after eight years,0.1142857142857143,0.0,0.05714285714285715,0.5491004867761125
a video captured by drone explores the height drop along china mount hua skywalk which is called the world most dangerous hike the skywalk network of wooden boards runs along the 160-metre mountain in china shaanxi province according to unesco the area contains over 300 stone tablets and 570 rock inscriptions some of them over 000 years old ,drone captures drop of world most dangerous hike,the skywalk network of wooden boards runs along the 160-metre mountain in china,0.09090909090909091,0.0,0.09090909090909091,0.5266403878479265
om prakash the father of former cricketer joginder sharma who bowled the 2007 world t20-winning over against pakistan was robbed by two unknown miscreants at his shop in rohtak on saturday the miscreants attacked om with knife locked him inside and took all the cash from his shop the police is searching the cctv footage to trace the culprits.,cricketer joginder sharma father stabbed robbed in rohtak,the father of former cricketer joginder sharma was robbed by two unknown miscreants at his shop in rohtak on saturday<q>police are searching the cctv footage to trace the culprits,0.358974358974359,0.16216216216216217,0.30769230769230765,0.15914698692067858
two jailed nationalist congress party mlas chhagan bhujbal and ramesh kadam cast their votes in the presidential elections on monday vidhan bhawan official said while bhujbal had received permission from special court to vote in the elections the bombay high court had allowed kadam to vote.,two jailed maharashtra mlas cast votes in presidential poll,chhagan bhujbal and ramesh kadam cast their votes in the presidential elections on monday,0.34782608695652173,0.09523809523809525,0.34782608695652173,0.38503228868787126
a suspected lashkar-e-taiba let operative named salim mukim khan who hails from uttar pradesh and was absconding from the past nine years was arrested from mumbai airport the operation to arrest khan who is wanted since 2008 was carried out jointly by the uttar pradesh ats and maharashtra ats khan is currently being interrogated in mumbai.,suspected let operative arrested from mumbai airport,a suspected lashkar-e-taiba let operative named salim mukim khan was arrested from mumbai airport<q>khan was absconding from the past nine years and is being interrogated in mumbai,0.3684210526315789,0.2222222222222222,0.3684210526315789,0.09279771067975602
a 27-year-old irfan was arrested by delhi police from his hometown in bihar pupri district for involvement in 12 burglary cases he allegedly stole expensive and luxury items from homes in southeast delhi and organised health camps for the poor in his native village irfan had reportedly come to delhi four years ago in search of job ,burglar arrested in delhi helped the poor in his village,a 27-year-old irfan was arrested by delhi police for involvement in 12 burglary cases<q>irfan allegedly stole expensive and luxury items from homes in southeast delhi and organised health camps for the poor,0.2608695652173913,0.04545454545454545,0.2173913043478261,0.2626909894424158
an elderly man escaped unhurt after he accidentally came under moving train on sunday at satna railway station in madhya pradesh the man was crawling under goods train trying to reach another platform when the train started moving he laid down with his limbs parallel to the track as the train ran on for three minutes ,elderly man escapes unhurt after train runs over him,an elderly man was crawling under a train trying to reach another platform when the train started moving<q>he laid down with his limbs parallel to the track as the train ran on for three years,0.13043478260869568,0.04545454545454545,0.13043478260869568,0.21211347686223234
south africa on monday defeated england by 340 runs in the second test producing their fourth biggest win in terms of runs in test cricket history with the win south africa levelled the four-match test series 1-1 the test marked only the third time in last 35 years that england both innings lasted for less than 100 overs in home test.,sa defeat eng by 340 runs to earn their 4th biggest test win,south africa defeated england by 340 runs in the second test<q>south africa levelled the four-match test series 1-1,0.2857142857142857,0.12121212121212123,0.2857142857142857,0.17153569400222504
three men in uzbekistan reportedly died in septic tank while attempting to retrieve cell phone dropped down toilet by woman the fumes caused two men to lose consciousness and the doctor who went inside to save them also passed out the three victims died from oxygen deprivation as the air contained faecal gases officials said.,3 uzbeks die attempting to retrieve phone from septic tank,the fumes caused two men to lose consciousness and the doctor who went inside to save them also passed out,0.06666666666666667,0.0,0.06666666666666667,0.4728708045015879
no flower bouquets should be presented to prime minister narendra modi during his tours within india according to new guidelines issued by the ministry of home affairs earlier pm modi had asked people to gift him useful things like books and khadi handkerchiefs rather than flower bouquets which are put in the dustbin after few days ,govt bans presenting flower bouquets to welcome pm modi,prime minister narendra modi had asked people to gift him useful things like books and khadi cloths rather than flower bouquets,0.26666666666666666,0.07142857142857144,0.13333333333333333,0.3123939936920256
the bjp-led nda on monday announced union information and broadcasting minister venkaiah naidu as its candidate for the upcoming vice presidential elections naidu will contest against the congress-led opposition candidate gopalkrishna gandhi who is mahatma gandhi grandson the voting is scheduled for august and the current vice president hamid ansari term will end on august 10.,venkaiah naidu declared nda candidate for vice president,the voting is scheduled for august and the current vice president hamid ansari term will end on august 10,0.22222222222222218,0.08,0.22222222222222218,0.30603689509300896
the maharashtra government filed an affidavit in the bombay high court on monday justifying sanjay dutt early release froma¢aayerwada jail after he was convicted for his role in the 1993 blasts case the affidavit stated that dutt displayed good behaviour and discipline while in jail it also said that he performed all allotted work in accordance with prescribed standards .,maha govt defends sanjay dutt early release from jail,the maharashtra government filed an affidavit in the bombay high court on monday justifying sanjay dutt early release [UNK] jail<q>the affidavit stated that dutt displayed good behaviour and discipline while in jail,0.23255813953488372,0.14634146341463414,0.23255813953488372,0.0641492151460376
hollywood actor mark ruffalo known for playing the marvel comics superhero the hulk has said there are no chances of another standalone hulk movie mark added universal has the rights and for some reason they don know how to play well with marvel and they don want to make money ,standalone hulk movie will never happen mark ruffalo,mark ruffalo known for playing the marvel comics superhero the hulk has said there are no chances of another standalone hulk movie,0.3333333333333333,0.21428571428571427,0.19999999999999998,0.20072655081296298
sitaram panchal known for films like jolly llb and paan singh tomar has sought financial help on facebook as he is suffering from cancer he has been bed-ridden for the past ten months initially he used to work and we could make ends meet but now he does not even have the strength to stand up said panchal wife.,jolly llb actor suffering from cancer seeks financial help,sitaram panchal has been bed-ridden for the past ten months<q>he has sought financial help on facebook as he is suffering from cancer,0.29411764705882354,0.1875,0.1764705882352941,0.1760928267911618
cbfc chief pahlaj nihalani has slammed the iifa awards for not nominating aamir khan for dangal and akshay kumar for airlift or rustom they haven nominated them just because they wouldn attend their weekend holiday plans masquerading as an awards function he added nihalani further said the award function lost its relevance whena¢aa amitabh bachchan opted out of it in 2011.,cbfc head pahlaj slams iifa for not nominating aamir akshay,cbfc chief pahlaj nihalani has slammed the iifa awards for not nominating aamir khan for dangal and akshay kumar for airlift or rustom,0.5454545454545454,0.1935483870967742,0.5454545454545454,0.12259149958656422
reebok has mocked us president donald trump after he told french president emmanuel macron 64-year-old wife you re in such good shape beautiful reebok posted graphic on twitter labelled when is it appropriate to say you re in such good shape beautiful the chart had several scenarios listed including are you world leader greeting the spouse of head of state ,reebok mocks trump for remarks on french prez wife looks,reebok posted graphic on twitter labelled ` when is it appropriate to say you are in such good shape beautiful '<q>the chart had several scenarios listed including are you world leader greeting the spouse of head of the head of of of head,0.07547169811320754,0.0,0.07547169811320754,0.45418525873453736
commemorating 75 years of mass roundup of french jews outside paris french president emmanuel macron denounced his country collaboration in the holocaust atrocity adding that not single german was directly involved in the roundup macron said it was indeed france that organised this notably tens of thousands of jews were killed in the atrocity.,french prez denounces country role in holocaust atrocity,french president emmanuel macron denounced his country involvement in the holocaust atrocity<q>he added that not single german was directly involved in the roundup,0.36363636363636365,0.06451612903225806,0.36363636363636365,0.29050808466714345
vikram limaye 50 has taken over as the managing director and ceo of the national stock exchange limaye quit as member of the committee of administrators of bcci after regulator sebi said it could result in conflict of interest limaye will have term of five years at the exchange and will be paid a¢aa¹8 crore year.,vikram limaye takes charge as md and ceo of nse,the managing director and ceo of the national stock exchange quit as member of the committee of administrators of bcci,0.26666666666666666,0.14285714285714285,0.2,0.1849304691034943
liquor firm diageo will reportedly hold back the remaining $35 million a¢aa¹225 crore of the $75 million it had agreed to pay vijay mallya as part of settlement it will instead seek to recover dues from him these include $135 million a¢aa¹869 crore that diageo gave to standard chartered bank as conditional guarantee for liabilities of mallya-affiliated company.,diageo to withhold a¢aa¹225 cr from mallya recover dues instead,liquor firm diageo will reportedly hold back the remaining $35 million [UNK] crore of the $75 million it had agreed to pay vijay mallya<q>these include $135 million [UNK] ‚ that diageo gave to standard chartered bank as conditional guarantee for liabilities of mallya-affiliated company,0.10169491525423728,0.0,0.10169491525423728,0.4832697830906221
industrialist gautam adani adani group issued defamation notice against the economic and political weekly 50-year-old weekly academic journal the case relates to story by epw on how the government allegedly bent rules for the group with regard to sezs which led to it earning tax refund worth a¢aa¹500 crore the notice claimed the story was misleading and derogatory.,adani files defamation case on epw a¢aa¹500cr tax refund story,gautam adani group issued defamation notice against the economic and political weekly,0.16,0.0,0.16,0.6389431042462724
shares of india third largest it company wipro surged nearly 5.5% on monday in its biggest gain during intraday trade since january 19 2015 this comes after its board decided to consider share buyback proposal next week if the decision follows through it will be the second time in years that the it giant will buy back shares ,wipro shares rise 5.5% biggest intraday gain since jan 2015,india 's third largest it company wipro surged nearly 5.5 per cent on monday<q>it will be the second time in years that the it giant will buy back,0.14285714285714285,0.05,0.14285714285714285,0.5
actress saiyami kher took to twitter to share picture with tennis player roger federer moral of the story when you really want something you get it met federer and watched him win she wrote in the photo caption notably federer won his record 8th wimbledon men singles title on sunday.,actress saiyami kher shares picture with roger federer,actress saiyami kher took to twitter to share picture with roger federer and watched him win<q>she wrote in the photo caption that federer won his record 8th wimbledon men singles title on sunday,0.3720930232558139,0.29268292682926833,0.3720930232558139,0.09021619958418027
television host rannvijay singha while talking about reality shows on television that feature kids has said that parents push their kids in these shows because they are more ambitious rannvijay added think parents should take more ownership the kids don even know what is happening they work for hours and make living but why are the parents never questioned ,parents are more ambitious rannvijay on kids reality shows,television host rannvijay singha said that parents push their kids in these shows because they are more ambitious<q>mrvijay added that parents should take more ownership of the kids,0.35897435897435903,0.1081081081081081,0.2564102564102564,0.14727321823974923
ranbir kapoor has said that he would like to go out on date with someone outside bollywood although he usually doesn meet many people outside the industry because of his hectic schedule talking about relationships ranbir added being with someone is amazing there is nothing more beautiful than that but being alone is something also enjoy very much ,i like to go on date with someone outside wood ranbir,ranbir kapoor has said that he would like to go out on date with someone outside bollywood because of his hectic schedule,0.5454545454545455,0.3870967741935483,0.4848484848484849,0.2227227312202058
comedian sudesh lehri gave examples of dangal and sultan while speaking about comparisons between krushna abhishek show the drama company and the kapil sharma show people assumed dangal and sultan would be the same as they revolve around wrestling but the content was so different sudesh who ll feature in the drama company added that comparison between the two shows is inevitable.n,sudesh compares kapil krushna shows to dangal sultan,comedian sudesh lehri gave examples of dangal and sultan in the drama company and the kapil sharma show,0.3846153846153846,0.0,0.23076923076923078,0.6865890479690392
shilpa shetty while sharing picture with husband raj kundra on instagram wrote he is her arm candy love you so much for letting me be me she further wrote in the caption of the photo taken on the iifa green carpet raj also shared photo with shilpa and captioned it my super hot wife shilpa shetty love you .,my husband raj kundra is my arm candy shilpa shetty,shilpa shetty and husband raj kundra shared the photo on instagram<q>he is her arm candy,0.5925925925925927,0.32,0.4444444444444445,0.27237593728146087
model chrissy teigen took to instagram to share picture of herself and her husband john legend in traditional balinese outfits the couple along with their 15-month-old daughter luna were on vacation on the island of bali in indonesia chrissy shared another picture from the vacation where she can be seen in balinese outfit with her daughter.,chrissy john pose in traditional balinese outfit ,model chrissy teigen took to instagram to share a picture of herself and her husband john legend in traditional balinese outfits<q>the couple along with their 15-month-old daughter were on vacation on the island of bali in indonesia,0.25,0.13043478260869565,0.25,0.11182087498320196
australian cricketers have lost over $1 million a¢aa¹6 crore in salaries in the first fortnight of going off-contract due to the ongoing pay dispute with cricket australia ca the funds as declared by the sport governing body earlier have been pushed into the grassroots game notably around 230 australian cricketers became unemployed after their contracts expired on june 30 ,aus players lose over a¢aa¹6 crore in fortnight over pay dispute,the funds have been pushed into the grassroots game<q>around 230 australian cricketers became unemployed after their contracts expired in june,0.05555555555555555,0.0,0.05555555555555555,0.4518010018049224
the ncp has dismissed the rumours that some of its mlas and mps may have indulged in cross voting in the presidential elections notably cross voting is casting vote for party/candidate one does not belong to the ncp an ally of the congress is rumoured to have voted for nda candidate ram nath kovind instead of opposition meira kumar.,ncp rubbishes rumours of cross voting in presidential poll,an ally of the congress is rumoured to have voted for nda candidate ram nath kovind instead of opposition meira kumar,0.2,0.0,0.13333333333333333,0.4671379777282001
indian opening batsman shikhar dhawan has been included in the indian squad for the upcoming series against sri lanka starting july 26 as replacement of murali vijay the tamil nadu right hander who is suffering from wrist injury has not played any competitive cricket since suffering the injury during the australia series.,dhawan to replace injured vijay for sri lanka tour,shikhar dhawan has been included in the indian squad for the upcoming series against sri lanka starting july 26<q>the right hander has not played competitive cricket since suffering a wrist injury during the australia series,0.17391304347826086,0.04545454545454545,0.17391304347826086,0.22793076437070336
indian cricket captain virat kohli shots are being used to teach concepts of mathematics by the course instructors on online learning app byju the indian skipper hook shot is being used to explain the concept of parabola to the students the app instructors claim that they draw examples from cricket to cartoons to make the subjects interesting.,virat kohli shots being used to teach maths,indian cricket captain virat kohli is being used to explain the concept of parabola to the students,0.4,0.26086956521739124,0.4,0.24623953025272619
afghanistan team is set to replace the australia side in tri-series in south africa which shall also feature india team the replacement has come after the australian team pulled out due to the ongoing pay dispute between the players and cricket australia notably the afghanistan team was granted test status last month.,afghanistan to replace aus in tri-series featuring india a,afghanistan team is set to replace the australia side in tri-series in south africa<q>the replacement has come after the australian team pulled out due to the ongoing pay dispute between the players and cricket australia,0.25,0.13043478260869568,0.25,0.28660776277290656
sri lankan spinner rangana herath bagged his test career eighth 10-wicket haul in the test against zimbabwe thereby equalling anil kumble record herath achieved the feat playing in his 81st test match with his five-wicket haul in the first innings of the match herath had also become only the fifth player in test history to pick 30-plus five-wicket hauls.,herath equals kumble record of 10-wicket hauls in tests,rangana herath bagged his eighth 10-wicket haul in the first innings of the match against zimbabwe<q>herath becomes only the fifth player in test history to pick 30-plus five-wicket hauls,0.3181818181818182,0.19047619047619047,0.2727272727272727,0.6238986072117501
the two women reported to have drowned in punjab canal while taking selfie have allegedly fled to mumbai with unidentified persons the women had visited the canal with another sister of theirs who returned home after few hours claiming that the duo has drowned however she later revealed that they fled to mumbai for lavish life .,women reported drowned in punjab may have fled to mumbai,the women had visited the canal with another sister of theirs who returned home after few hours claiming that the duo has drowned<q>she later revealed that they fled to mumbai for lavish life,0.22222222222222224,0.09302325581395347,0.22222222222222224,0.12101993983964608
the bombay high court on monday asked the maharashtra government how is dahi handi an adventure sport asking the state to clarify the grounds for permitting minors to participate in the festival the hc added are our orders being flouted under the garb of it being an adventure sport how can minors take part in such adventure sports ,how is dahi handi an adventure sport hc asks maha govt,the indian high court asked the state to clarify the grounds for allowing minors to participate in the festival,0.06666666666666667,0.0,0.06666666666666667,0.0
chitra ramkrishna former md and ceo of national stock exchange nse had drawn nearly a¢aa¹23 crore as total remuneration for the last eight months of her tenure this was 3-fold more than a¢aa¹7.87 crore that she earned in 2015-16 ramkrishna who has been with nse since its inception quit on december last year citing personal reasons.,former ceo of nse earned a¢aa¹23 crore in her last eight months,chitra ramkrishna quit as ceo of national stock exchange in december last year citing personal reasons<q>she has been with nse since its inception as md and ceo since its founding in december 2012,0.2,0.041666666666666664,0.16,0.24752350428693434
maharashtra government has announced that it will provide security to filmmaker madhur bhandarkar this comes after congress workers in pune recently disrupted the promotions of madhur upcoming film indu sarkar which is based on the 1975 emergency the filmmaker had tweeted that he and his team were stranded like hostages in the room after congress workers barged in the hotel.,maha govt to give security to madhur after congress protest,madhur bhandarkar tweeted that he and his team were stranded like hostages in the room after congress workers barged in the hotel room<q>this comes after the filmmaker tweeted that his team had been stranded like captives<q>india has announced that it will provide security to the filmmaker,0.16666666666666669,0.06896551724137931,0.09999999999999999,0.24312666488408685
deputy inspector general dig of prisons roopa who had said that aiadmk leader vk sasikala paid bribe of a¢aa¹2 crore to get special treatment in jail has been transferred to the bengaluru traffic police the karnataka government has also transferred director general of prisons hn satyanarayana rao senior prison official accused of accepting the bribe.,dig roopa who exposed vip treatment to sasikala transferred,the bangalore government has transferred director general of prisons hn satyanarayana rao and director general dig of prisons,0.14814814814814814,0.0,0.07407407407407407,0.5773502691896257
the oneplus smartphone has emerged as the bestseller in india during the amazon prime day sale amazon prime members were offered the a¢aa¹32 999 oneplus smartphone at an additional cashback of a¢aa¹2 000 the smartphone is powered by the most powerful processor qualcomm snapdragon 835 and comes with upto 8gb ram along with the proprietary dash charge technology of oneplus.,oneplus most bought item in amazon.ina¢aas prime day sale,the oneplus smartphone is powered by the most powerful processor qualcomm snapdragon 835 and comes with upto 8gb ram,0.125,0.0,0.125,0.5695988432761473
actress jodie whittaker will portray the doctor in the thirteenth season of the bbc television series doctor who this will be the first time the role will be played by woman in 54 years of the show history whittaker said it was completely overwhelming to play the role and she wanted fans to not be scared by her gender.,jodie becomes first woman to play lead role in doctor who,jodie whittaker said it was completely overwhelming to play the role<q>this will be the first time the role will be played by woman in 54 years,0.358974358974359,0.05405405405405406,0.25641025641025644,0.2994985311892037
karan johar saif ali khan and varun dhawan have said that they are in the industry because of their parents and went on to chant nepotism rocks at iifa awards 2017 they also sang the song bole chudiyaan bole kangana following which karan said it better if kangana ranaut doesn speak notably kangana did not attend the awards show.,karan saif varun chant nepotism rocks at iifa,karan johar saif ali khan and varun dhawan have said that they are in the industry because of their parents and went on to chant nepotism rocks at iifa awards,0.4210526315789474,0.2222222222222222,0.4210526315789474,0.1307118752097732
 the argumentative indian the upcoming documentary on nobel laureate amartya sen will be released on youtube after the central board of film certification cbfc denied it certificate however the youtube release date of the documentary has not been announced yet cbfc demanded the removal of offensive words like cow gujarat among others from the documentary before certifying it.nn,sen film to release on youtube after cbfc denies certificate,the upcoming documentary on nobel laureate amartya sen will be released on youtube after the central board of film certification denied it certificate<q>cbfc demanded the removal of offensive words like cow gujarat among others before certifying it,0.3673469387755102,0.12765957446808512,0.2857142857142857,0.12163397371927687
music composer ar rahman while responding to fans slamming him for singing tamil songs during his wembley concert on july said we try our best we try to be honest while some fans slammed rahman others also defended him on twitter reports suggest that rahman performed 12 tamil songs and 16 songs in hindi during the concert.,rahman reacts to fans slamming him for tamil songs at show,reports suggest that rahman performed 12 tamil songs and 16 songs in hindi during his wembley concert on july 23<q>the concert was held at wembley in july and was attended by fans who slammed him for singing tamil songs,0.3076923076923077,0.12,0.2692307692307692,0.29672392999649083
