source_text,target_text,predictions,ROUGE-1,ROUGE-2,ROUGE-L,BLEU_score
summarize: a recently-released video shows model rocket engine burning underwater and exploding fish tank in slow motion the rocket contained mostly potassium nitrate sulphur and charcoal which burn all the way through even when completely submerged the footage was captured using 4k high-speed camera and uploaded by youtube channel warped perception known for filming slow motion videos.,video shows model rocket engine underwater in slow motion,video shows model rocket engine burning underwater exploding,0.7058823529411765,0.5333333333333333,0.7058823529411765,0.47750342648354643
summarize: former national-level hockey player amit saroha who met with an accident in 2007 clinched the silver medal in the club throw event in the f-51 category at the world para athletics championships saroha produced his career best performance at the world para athletics championships throwing the club to 30.25 metres to set an asian record as well.,saroha wins club throw silver at world para athletics ship,amit saroha wins silver at world para athletics championships,0.7368421052631577,0.5882352941176471,0.7368421052631577,0.45936133207830593
summarize: pakistani pacer mohammad amir revealed during question-answer session on twitter that according to him indian captain virat kohli is currently the world best batsman rating him above steve smith kane williamson and joe root the 25-year-old who served ban for spot-fixing also revealed that he equally enjoyed dismissing sachin tendulkar and virat kohli.,mohammad amir calls virat kohli the world best batsman,virat kohli is currently the world best batsman mohammad amir,0.8421052631578948,0.5882352941176471,0.631578947368421,0.3549481056010053
summarize: the delhi police arrested father-son duo who would buy stolen items from pickpockets and then sell them for profit from mangolpuri the father allegedly also used to teach theft to young boys and charge commission from them cops nabbed them after tip-off and seized a¢aa¹2 lakh 54 phones 11 laptops and car from their possession.,father son arrested with stolen items in delhi,father-son duo who taught young boys how to steal seized aaa12 lakh phones,0.18181818181818182,0.1,0.18181818181818182,0.0
summarize: the ministry of external affairs has rubbished report about the killing of indian soldiers in sikkim published by the pakistan media ministry spokesperson gopal baglay said that the report is a¢aautterly baseless malicious and mischievousa¢aa pakistani media organisation had reported that at least 158 indian soldiers were killed on monday after china fired along the indian border.,pak news of 158 indian jawans killed in sikkim baseless mea,pakistan rubbishes report on indian soldiers killing in sikkim,0.39999999999999997,0.22222222222222224,0.39999999999999997,0.36177396082048563
summarize: after snapdeal rejected flipkart earlier buyout offer of $700-750 million the latter has now offered to buy snapdeal in $850 million deal flipkart has offered to pay snapdeal $650-700 million in stock immediately and another $150 million later flipkarta¢aas offer includes snapdeala¢aas marketplace business and unicommerce but not snapdeal-owned app freecharge and logistics arm vulcan express.,flipkart now offers $850 million buyout to snapdeal,flipkart offers $850 million to buy snapdeal in $850 million deal,0.631578947368421,0.23529411764705882,0.631578947368421,0.2224246939793677
summarize: the chinese army has conducted an 11-hour live-fire drill in tibet close to india border in arunachal pradesh to practice quick movement of troops and destroy enemy aircraft chinese state media has reported this comes amid the ongoing month-long standoff between indian and chinese armies in sikkim notably china claims large parts of india arunachal as southern tibet.,china holds live-fire drill near arunachal border,chinese army conducts 11-hour live-fire drill in tibet,0.33333333333333326,0.25,0.33333333333333326,0.43472087194499137
summarize: mumbai witnessed slow traffic on monday due to heavy rains and waterlogged roads the city has received 941.8 mm of rainfall since june while the average rainfall till july 17 is 989 mm meanwhile local train services were also disrupted early morning but resumed later as the day progressed.,heavy rains slow down traffic across mumbai ,mumbai witnesses slow traffic due to heavy rains,0.6666666666666666,0.15384615384615383,0.26666666666666666,0.5466325569645467
summarize: golfer tiger woods has dropped outside of the top 000 ranks for the first time in his professional career ranking 005 in the latest world golf rankings woods who was world number one for record 683 weeks last held the top rank in may 2014 the 41-year-old is suffering from back problems playing only one tournament this year.,tiger woods outside top 000 golf rankings for the 1st time,tiger woods drops out of top 000 ranks for 1st time in his career,0.64,0.34782608695652173,0.64,0.5828233954152654
summarize: nda vice presidential candidate venkaiah naidu on monday resigned as the minister of information and broadcasting and minister of housing and urban poverty alleviation he will contest the vice presidential elections against gopalkrishna gandhi former governor of west bengal on august notably current vice president hamid ansari term will end on august 10.,nda vice president pick venkaiah naidu resigns as minister,nda vp candidate venkaiah naidu quits as minister of information,0.5263157894736842,0.23529411764705882,0.5263157894736842,0.5773502691896257
summarize: sheetal mhatre shiv sena corporator in brihanmumbai municipal corporation bmc has proposed that organisations grant leave to female employees on the first day of their menstrual cycle the proposal is likely to be discussed in bmc general body meeting next month while we are equal to men we must respect the fact that we are physically different mhatre said ,shiv sena mumbai corporator proposes menstrual leave,bmc proposes giving leave to female employees on first day of menstruation,0.2105263157894737,0.0,0.2105263157894737,0.6389431042462724
summarize: alphabeta¢aas high-speed internet business google fiber ceo gregory mccray has quit the company only five months after taking over the role the reasons for mccraya¢aas departure are unclear but he didna¢aat have smooth term as his first address to employees made several of them upset ia¢aam confident we ll find an amazing person to lead said google co-founder larry page.,google fiber ceo gregory mccray quits in only months,alphabetaaas high-speed internet business ceo quits after months,0.3333333333333333,0.0,0.3333333333333333,0.6905911470987942
summarize: silicon valley-based startup hampton creek which makes items like mayonnaise muffins and cookies from plant-based ingredients has witnessed the exit of its entire board except for ceo josh tetrick five board members stepped down last month after some serious disagreement with how tetrick was running things notably tetrick fired several top executives in april after fundraising struggles.,silicon valley startup entire board except ceo steps down,mayonnaise maker hampton creek board exits except for ceo,0.3333333333333333,0.0,0.3333333333333333,0.7598356856515925
summarize: over million venezuelans on sunday voted in an unofficial referendum held by the opposition against president nicolas maduro plan to rewrite the constitution reports said this comes amid months of anti-government protests in which nearly 100 people have died notably maduro has been campaigning to form new assembly that would rewrite the constitution and dissolve state institutions ,over million venezuelans vote in poll against president,venezuelans vote against constitution change report,0.42857142857142855,0.16666666666666666,0.42857142857142855,0.40293516672844226
summarize: iranian foreign minister mohammad javad zarif has accused us allies in the middle east of providing ideology and financial assistance to terrorist groups like the islamic state al-nusra and al-qaeda he further said that us stance towards iran which includes accusations of iran sponsoring terrorism represents misplaced and misguided policy .,is al-qaeda get funds ideology from us allies iran minister,iran accuses us of providing ideology to terrorists,0.3157894736842105,0.0,0.10526315789473685,0.6094445482670285
summarize: mumbai royal opera house will host full opera performance this month its first since the venue closed down in 1993 ii matrimonio segreto or the secret marriage is an 18th century opera and will be performed by an all-indian cast the recently-restored opera house is owned by the former royal family of gondal and was reopened in 2016.,first full-length opera at mumbai royal opera house ,mumbai royal opera house to host full opera performance this month,0.6,0.33333333333333326,0.39999999999999997,0.24808415001701817
summarize: science and english were added to the competency tests for classes to in schools across maharashtra the subjects were added after report revealed that only 62.5% class students could read english and 20.3% knew division the tests which were launched in 2015 are aimed at assessing basic skills of students from classes to 8.,2 new subjects added to competency tests in maha schools,science english added to maharashtra school competency tests,0.5555555555555556,0.25,0.4444444444444445,0.4787974949414673
summarize: a family in mumbai has planted around 500 saplings in aarey milk colony over the last 17 years the initiative was started by vinay athalye in 2000 over the years he planted about 500 saplings which have now turned into dense forest with 75 varieties of trees after his death his family has been continuing the initiative ,mumbai family plants 500 saplings over 17 years,family in mumbai plant 500 saplings in 17-yr-old milk colony,0.6,0.2222222222222222,0.5,0.4591497693322865
summarize: julia hawkins 101-year-old american woman has set world record for the 100-meter sprint in her age group completing the race in 40.12 seconds at the usa track and field outdoors masters championships hawkins who also became the oldest female athlete to participate in the championships said after the race that she missed her nap for the tournament.,101-year-old woman sets 100-meter sprint world record,101-yr-old sets 100-meter sprint world record at usa masters,0.7272727272727272,0.5,0.7272727272727272,0.44632361378533286
summarize: a group of men were arrested after allegedly threatening and trying to barge into cricketer mohammed shami kolkata residence on saturday the incident happened after shami car being driven by his driver almost collided with motorbike parked near the pacer house leading to an argument the men later manhandled shami gatekeeper after which the player wife filed an fir.,youths try to barge into mohd shami house arrested,men try to barge into mohammed shami kolkata house after argument,0.6,0.33333333333333326,0.6,0.2596535889340338
summarize: a case has been registered against congress leader rohit tilak the great grandson of bal gangadhar tilak for allegedly raping woman and forcing her into unnatural sex according to the complainant tilak repeatedly raped her on pretext of marrying her various charges including rape unnatural offences and voluntarily causing hurt have been slapped against him.,bal gangadhar tilak great grandson booked for rape,case against rohit tilak grandson for forcing woman into unnatural sex,0.3157894736842105,0.0,0.3157894736842105,0.7226568811456053
summarize: about 85 000 registered traders are still to migrate to the gst regime according to delhi trade and tax department officials reportedly some traders have not been able to migrate due to mismatch in their permanent account number pan around 3.3 lakh traders have migrated to gst till last week the officials added.,85 000 registered delhi traders yet to shift to gst regime,85 000 registered traders still to migrate to gst regime report,0.7272727272727273,0.4000000000000001,0.7272727272727273,0.5042387236869966
summarize: delhi anganwadi workers have continued their strike despite repeated assurance from chief minister arvind kejriwal that their allowances will be hiked thousands of anganwadi workers in the capital have been on strike over low pay since june 28 there are around 22 000 workers and helpers working at over 11 000 anganwadi centres in delhi.,delhi anganwadi workers continue strike over low pay,delhi anganwadi workers continue strike over low pay,1.0,1.0,1.0,1.0
summarize: students and university teachers on monday protested in mumbai over delays in declaration of results by university of mumbai mu the university failed to declare results within 45 days of examination as required by law due to mu new on-screen marking process that led to the delay protestors claimed this may hinder job and higher education opportunities for the students.,students teachers protest over delay in mu results,mu fails to declare results within 45 days of exam protestors,0.2105263157894737,0.0,0.2105263157894737,0.6529942057256104
summarize: the noida administration has proposed that municipal corporation of delhi mcd collect tax from commercial vehicles at the delhi-noida-delhi dnd flyway toll plaza in order to reduce traffic congestion currently the mcd uses makeshift booth 500 metres beyond the toll plaza to collect the tax the plaza was shut after the toll was discontinued by the allahabad high court.,noida admin proposes tax collection at dnd toll plaza,noida administration proposes delhi mcd collect tax from commercial vehicles,0.4210526315789474,0.0,0.3157894736842105,0.7400828044922853
summarize: three terrorists have been killed in an ongoing encounter late on monday in jammu and kashmir anantnag area according to reports the encounter was carried out by joint team of security forces and the identities of the terrorists are being ascertained police officials said the police have also recovered weapons from the terrorists reports added ,3 terrorists killed in encounter in anantnag,3 terrorists killed in encounter in jammu and kashmir,0.75,0.7142857142857143,0.75,0.5873949094699213
